"","ID","Question","Response","value"
"4403","4789","Q21post","The 2 blocks will float",1
"4404","4795","Q21post","The 2 blocks will float",1
"4405","4799","Q21post","The 2 blocks will float",1
"4406","4801","Q21post","I am not sure",0.5
"4407","4802","Q21post","The 2 blocks will float",1
"4408","4803","Q21post","The 2 blocks will float",1
"4409","4805","Q21post","I am not sure",0.5
"4410","4806","Q21post","I am not sure",0.5
"4411","4807","Q21post","I am not sure",0.5
"4412","4813","Q21post","The 2 blocks will float",1
"4413","4814","Q21post","The 2 blocks will float",1
"4414","4815","Q21post","I am not sure",0.5
"4415","4816","Q21post","The 2 blocks will float",1
"4416","4817","Q21post","The 2 blocks will sink",0
"4417","4819","Q21post","The 2 blocks will float",1
"4418","4821","Q21post","The 2 blocks will float",1
"4419","4822","Q21post","The 2 blocks will sink",0
"4420","4824","Q21post","The 2 blocks will float",1
"4421","4825","Q21post","The 2 blocks will sink",0
"4422","4826","Q21post","The 2 blocks will float",1
"4423","4828","Q21post","The 2 blocks will float",1
"4424","4829","Q21post","I am not sure",0.5
"4425","4830","Q21post","I am not sure",0.5
"4426","4831","Q21post","The 2 blocks will float",1
"4427","4832","Q21post","The 2 blocks will sink",0
"4428","4833","Q21post","The 2 blocks will float",1
"4429","4836","Q21post","The 2 blocks will float",1
"4430","4838","Q21post","The 2 blocks will float",1
"4431","4839","Q21post","The 2 blocks will sink",0
"4432","4841","Q21post","The 2 blocks will sink",0
"4433","4845","Q21post","The 2 blocks will sink",0
"4434","4846","Q21post","The 2 blocks will float",1
"4435","4848","Q21post","The 2 blocks will float",1
"4436","4850","Q21post","I am not sure",0.5
"4437","4855","Q21post","The 2 blocks will float",1
"4438","4860","Q21post","I am not sure",0.5
"4439","4861","Q21post","I am not sure",0.5
"4440","4862","Q21post","The 2 blocks will float",1
"4441","4863","Q21post","The 2 blocks will float",1
"4442","4868","Q21post","The 2 blocks will float",1
"4443","4869","Q21post","The 2 blocks will float",1
"4444","4870","Q21post","The 2 blocks will float",1
"4445","4871","Q21post","The 2 blocks will float",1
"4446","4874","Q21post","The 2 blocks will float",1
"4447","4878","Q21post","The 2 blocks will float",1
"4448","4879","Q21post","The 2 blocks will float",1
"4449","4880","Q21post","The 2 blocks will float",1
"4450","4884","Q21post","The 2 blocks will float",1
"4451","4885","Q21post","The 2 blocks will float",1
"4452","4886","Q21post","The 2 blocks will float",1
"4453","4887","Q21post","The 2 blocks will float",1
"4454","4888","Q21post","The 2 blocks will float",1
"4455","4896","Q21post","The 2 blocks will float",1
"4456","4897","Q21post","The 2 blocks will float",1
"4457","4898","Q21post","The 2 blocks will sink",0
"4458","4899","Q21post","The 2 blocks will float",1
"4459","4900","Q21post","The 2 blocks will float",1
"4460","4901","Q21post","The 2 blocks will float",1
"4461","4902","Q21post","The 2 blocks will float",1
"4462","4903","Q21post","I am not sure",0.5
"4463","4904","Q21post","The 2 blocks will float",1
"4464","4906","Q21post","The 2 blocks will sink",0
"4465","4907","Q21post","The 2 blocks will sink",0
"4466","4908","Q21post","The 2 blocks will float",1
"4467","4909","Q21post","The 2 blocks will float",1
"4468","4910","Q21post","The 2 blocks will float",1
"4469","4911","Q21post","The 2 blocks will float",1
"4470","4912","Q21post","I am not sure",0.5
"4471","4913","Q21post","The 2 blocks will float",1
"4472","4914","Q21post","The 2 blocks will float",1
"4473","4917","Q21post","The 2 blocks will float",1
"4474","4919","Q21post","The 2 blocks will float",1
"4475","4920","Q21post","I am not sure",0.5
"4476","4921","Q21post","The 2 blocks will float",1
"4477","4922","Q21post","The 2 blocks will float",1
"4478","4926","Q21post","The 2 blocks will float",1
"4479","4927","Q21post","The 2 blocks will float",1
"4480","8291","Q21post","The 2 blocks will sink",0
"4481","?","Q21post","The 2 blocks will sink",0
"4482","4272A","Q21post","The 2 blocks will float",1
"4483","4279F","Q21post","The 2 blocks will float",1
"4484","4281F","Q21post","The 2 blocks will sink",0
"4485","4293F","Q21post","The 2 blocks will sink",0
"4486","4294F","Q21post","The 2 blocks will float",1
"4487","4310R","Q21post","The 2 blocks will sink",0
"4488","4368F","Q21post","The blocks will sink",1
"4489","4381R","Q21post","The 2 blocks will float",1
"4490","4408F","Q21post","I am not sure",0.5
"4491","4419C","Q21post","I am not sure",0.5
"4492","4538F","Q21post","The 2 blocks will float",1
"4493","45710","Q21post","I am not sure",0.5
"4494","4593","Q21post","The 2 blocks will sink",0
"4495","4739B","Q21post","I am not sure",0.5
"4496","4755B","Q21post","I am not sure",0.5
"4497","4756B","Q21post","The 2 blocks will float",1
"4498","4760F","Q21post","The 2 blocks will sink",0
"4499","4765F","Q21post","The 2 blocks will float",1
"4500","4022","Q22post","Density",1
"4501","4219","Q22post","Density",1
"4502","4224","Q22post","Density",1
"4503","4229","Q22post","Density",1
"4504","4230","Q22post","Density",1
"4505","4232","Q22post","Density",1
"4506","4235","Q22post","Density",1
"4507","4236","Q22post","Density",1
"4508","4240","Q22post","Mass only",0
"4509","4241","Q22post","Density",1
"4510","4242","Q22post","Density",1
"4511","4243","Q22post","Density",1
"4512","4244","Q22post","Density",1
"4513","4245","Q22post","Density",1
"4514","4246","Q22post","Density",1
"4515","4247","Q22post","Density",1
"4516","4248","Q22post","Density",1
"4517","4249","Q22post","Density",1
"4518","4250","Q22post","Density",1
"4519","4254","Q22post","Density",1
"4520","4257","Q22post","Density",1
"4521","4258","Q22post","Density",1
"4522","4259","Q22post","Density",1
"4523","4260","Q22post","Density",1
"4524","4261","Q22post","Density",1
"4525","4262","Q22post","Density",1
"4526","4264","Q22post","Density",1
"4527","4267","Q22post","Density",1
"4528","4268","Q22post","Density",1
"4529","4269","Q22post","Density",1
"4530","4271","Q22post","Density",1
"4531","4272","Q22post","Density",1
"4532","4273","Q22post","Density",1
"4533","4274","Q22post","Density",1
"4534","4275","Q22post","Density",1
"4535","4276","Q22post","Density",1
"4536","4277","Q22post","Density",1
"4537","4278","Q22post","Density",1
"4538","4279","Q22post","Density",1
"4539","4281","Q22post","Density",1
"4540","4282","Q22post","Density",1
"4541","4283","Q22post","Density",1
"4542","4284","Q22post","Density",1
"4543","4285","Q22post","Density",1
"4544","4286","Q22post","Density",1
"4545","4287","Q22post","Density",1
"4546","4288","Q22post","Density",1
"4547","4289","Q22post","Density",1
"4548","4290","Q22post","Density",1
"4549","4291","Q22post","Density",1
"4550","4293","Q22post","Density",1
"4551","4294","Q22post","Density",1
"4552","4295","Q22post","Density",1
"4553","4297","Q22post","Volume only",0
"4554","4299","Q22post","Density",1
"4555","4300","Q22post","Density",1
"4556","4301","Q22post","Density",1
"4557","4302","Q22post","Density",1
"4558","4304","Q22post","Density",1
"4559","4305","Q22post","Density",1
"4560","4306","Q22post","Density",1
"4561","4309","Q22post","Density",1
"4562","4310","Q22post","Density",1
"4563","4313","Q22post","Mass only",0
"4564","4314","Q22post","Density",1
"4565","4315","Q22post","Density",1
"4566","4316","Q22post","Density",1
"4567","4318","Q22post","Volume only",0
"4568","4319","Q22post","Density",1
"4569","4321","Q22post","Volume only",0
"4570","4322","Q22post","Density",1
"4571","4323","Q22post","Density",1
"4572","4324","Q22post","Density",1
"4573","4326","Q22post","Density",1
"4574","4327","Q22post","Density",1
"4575","4328","Q22post","Density",1
"4576","4333","Q22post","Density",1
"4577","4334","Q22post","Density",1
"4578","4335","Q22post","Density",1
"4579","4339","Q22post","Density",1
"4580","4341","Q22post","Density",1
"4581","4342","Q22post","Density",1
"4582","4343","Q22post","Density",1
"4583","4344","Q22post","Density",1
"4584","4347","Q22post","Density",1
"4585","4348","Q22post","Density",1
"4586","4350","Q22post","Density",1
"4587","4353","Q22post","Density",1
"4588","4355","Q22post","Density",1
"4589","4356","Q22post","Density",1
"4590","4357","Q22post","Density",1
"4591","4359","Q22post","Density",1
"4592","4360","Q22post","Density",1
"4593","4362","Q22post","Density",1
"4594","4363","Q22post","Density",1
"4595","4364","Q22post","Density",1
"4596","4367","Q22post","Density",1
"4597","4368","Q22post","Density",1
"4598","4371","Q22post","Density",1
"4599","4372","Q22post","Density",1
"4600","4373","Q22post","Density",1
"4601","4374","Q22post","Density",1
"4602","4376","Q22post","Density",1
"4603","4377","Q22post","Density",1
"4604","4378","Q22post","Density",1
"4605","4379","Q22post","Density",1
"4606","4380","Q22post","Density",1
"4607","4382","Q22post","Density",1
"4608","4383","Q22post","Density",1
"4609","4384","Q22post","Density",1
"4610","4390","Q22post","Density",1
"4611","4391","Q22post","Density",1
"4612","4394","Q22post","Density",1
"4613","4396","Q22post","Density",1
"4614","4397","Q22post","Density",1
"4615","4400","Q22post","Density",1
"4616","4404","Q22post","Density",1
"4617","4406","Q22post","Density",1
"4618","4407","Q22post","Density",1
"4619","4408","Q22post","Density",1
"4620","4410","Q22post","Density",1
"4621","4411","Q22post","Density",1
"4622","4413","Q22post","Density",1
"4623","4415","Q22post","Volume only",0
"4624","4417","Q22post","Density",1
"4625","4418","Q22post","Density",1
"4626","4419","Q22post","Density",1
"4627","4421","Q22post","Density",1
"4628","4422","Q22post","Density",1
"4629","4423","Q22post","Density",1
"4630","4426","Q22post","Density",1
"4631","4428","Q22post","Density",1
"4632","4429","Q22post","Density",1
"4633","4430","Q22post","Density",1
"4634","4431","Q22post","Density",1
"4635","4432","Q22post","Density",1
"4636","4433","Q22post","Density",1
"4637","4435","Q22post","Density",1
"4638","4436","Q22post","Density",1
"4639","4437","Q22post","Density",1
"4640","4440","Q22post","Density",1
"4641","4447","Q22post","Density",1
"4642","4448","Q22post","Density",1
"4643","4449","Q22post","Density",1
"4644","4450","Q22post","Density",1
"4645","4451","Q22post","Density",1
"4646","4452","Q22post","Density",1
"4647","4453","Q22post","Density",1
"4648","4454","Q22post","Density",1
"4649","4455","Q22post","Density",1
"4650","4456","Q22post","Density",1
"4651","4457","Q22post","Density",1
"4652","4458","Q22post","Density",1
"4653","4459","Q22post","Density",1
"4654","4460","Q22post","Density",1
"4655","4461","Q22post","Density",1
"4656","4465","Q22post","Density",1
"4657","4466","Q22post","Density",1
"4658","4467","Q22post","Volume only",0
"4659","4468","Q22post","I am not sure",0.5
"4660","4475","Q22post","Mass only",0
"4661","4478","Q22post","Density",1
"4662","4479","Q22post","Density",1
"4663","4485","Q22post","Density",1
"4664","4488","Q22post","Density",1
"4665","4491","Q22post","Density",1
"4666","4495","Q22post","Density",1
"4667","4498","Q22post","Density",1
"4668","4499","Q22post","Density",1
"4669","4500","Q22post","Density",1
"4670","4501","Q22post","Density",1
"4671","4502","Q22post","Density",1
"4672","4503","Q22post","Density",1
"4673","4504","Q22post","Density",1
"4674","4505","Q22post","Density",1
"4675","4507","Q22post","Density",1
"4676","4509","Q22post","Density",1
"4677","4514","Q22post","Density",1
"4678","4515","Q22post","Density",1
"4679","4518","Q22post","Density",1
"4680","4519","Q22post","Density",1
"4681","4524","Q22post","Density",1
"4682","4528","Q22post","Density",1
"4683","4531","Q22post","Volume only",0
"4684","4533","Q22post","Density",1
"4685","4535","Q22post","Density",1
"4686","4536","Q22post","Mass only",0
"4687","4537","Q22post","Density",1
"4688","4538","Q22post","Volume only",0
"4689","4540","Q22post","Density",1
"4690","4543","Q22post","Density",1
"4691","4545","Q22post","Density",1
"4692","4546","Q22post","Density",1
"4693","4549","Q22post","Density",1
"4694","4550","Q22post","Density",1
"4695","4551","Q22post","Density",1
"4696","4558","Q22post","Density",1
"4697","4559","Q22post","Density",1
"4698","4562","Q22post","Mass only",0
"4699","4564","Q22post","Density",1
"4700","4566","Q22post","Density",1
"4701","4568","Q22post","Density",1
"4702","4574","Q22post","Mass only",0
"4703","4578","Q22post","Mass only",0
"4704","4584","Q22post","Mass only",0
"4705","4585","Q22post","Density",1
"4706","4586","Q22post","Density",1
"4707","4589","Q22post","Density",1
"4708","4592","Q22post","Density",1
"4709","4598","Q22post","Density",1
"4710","4599","Q22post","Density",1
"4711","4602","Q22post","Density",1
"4712","4606","Q22post","Density",1
"4713","4607","Q22post","Density",1
"4714","4608","Q22post","Density",1
"4715","4610","Q22post","Mass only",0
"4716","4615","Q22post","Mass only",0
"4717","4616","Q22post","Density",1
"4718","4617","Q22post","Density",1
"4719","4619","Q22post","Density",1
"4720","4621","Q22post","Density",1
"4721","4626","Q22post","Volume only",0
"4722","4627","Q22post","Density",1
"4723","4656","Q22post","Density",1
"4724","4668","Q22post","Density",1
"4725","4686","Q22post","Density",1
"4726","4693","Q22post","Mass only",0
"4727","4697","Q22post","Density",1
"4728","4702","Q22post","Density",1
"4729","4704","Q22post","Density",1
"4730","4708","Q22post","Density",1
"4731","4710","Q22post","Volume only",0
"4732","4712","Q22post","Density",1
"4733","4716","Q22post","Density",1
"4734","4717","Q22post","Density",1
"4735","4720","Q22post","Density",1
"4736","4722","Q22post","Density",1
"4737","4723","Q22post","Density",1
"4738","4725","Q22post","Density",1
"4739","4727","Q22post","Density",1
"4740","4730","Q22post","Density",1
"4741","4734","Q22post","Density",1
"4742","4737","Q22post","Density",1
"4743","4739","Q22post","Density",1
"4744","4740","Q22post","Density",1
"4745","4743","Q22post","Mass only",0
"4746","4746","Q22post","Volume only",0
"4747","4748","Q22post","Mass only",0
"4748","4753","Q22post","Density",1
"4749","4754","Q22post","Mass only",0
"4750","4755","Q22post","Mass only",0
"4751","4757","Q22post","Density",1
"4752","4758","Q22post","Density",1
"4753","4760","Q22post","Density",1
"4754","4761","Q22post","Density",1
"4755","4762","Q22post","Volume only",0
"4756","4763","Q22post","Mass only",0
"4757","4764","Q22post","Density",1
"4758","4765","Q22post","Density",1
"4759","4767","Q22post","Density",1
"4760","4768","Q22post","Density",1
"4761","4770","Q22post","Density",1
"4762","4771","Q22post","Density",1
"4763","4773","Q22post","Density",1
"4764","4775","Q22post","Density",1
"4765","4777","Q22post","Density",1
"4766","4778","Q22post","Mass only",0
"4767","4779","Q22post","Density",1
"4768","4780","Q22post","Density",1
"4769","4781","Q22post","Density",1
"4770","4782","Q22post","Density",1
"4771","4783","Q22post","Mass only",0
"4772","4784","Q22post","Density",1
"4773","4785","Q22post","Density",1
"4774","4786","Q22post","Density",1
"4775","4787","Q22post","Density",1
"4776","4789","Q22post","Density",1
"4777","4795","Q22post","Density",1
"4778","4799","Q22post","Density",1
"4779","4801","Q22post","Volume only",0
"4780","4802","Q22post","Density",1
"4781","4803","Q22post","Density",1
"4782","4805","Q22post","Density",1
"4783","4806","Q22post","Density",1
"4784","4807","Q22post","Density",1
"4785","4813","Q22post","Density",1
"4786","4814","Q22post","Density",1
"4787","4815","Q22post","Density",1
"4788","4816","Q22post","Volume only",0
"4789","4817","Q22post","Density",1
"4790","4819","Q22post","Mass only",0
"4791","4821","Q22post","Volume only",0
"4792","4822","Q22post","Density",1
"4793","4824","Q22post","Density",1
"4794","4825","Q22post","Density",1
"4795","4826","Q22post","Density",1
"4796","4828","Q22post","Density",1
"4797","4829","Q22post","Density",1
"4798","4830","Q22post","Density",1
"4799","4831","Q22post","Density",1
"4800","4832","Q22post","Density",1
"4801","4833","Q22post","Density",1
"4802","4836","Q22post","Density",1
"4803","4838","Q22post","Density",1
"4804","4839","Q22post","Density",1
"4805","4841","Q22post","Density",1
"4806","4845","Q22post","Density",1
"4807","4846","Q22post","Density",1
"4808","4848","Q22post","Density",1
"4809","4850","Q22post","Density",1
"4810","4855","Q22post","Density",1
"4811","4860","Q22post","Density",1
"4812","4861","Q22post","Density",1
"4813","4862","Q22post","Density",1
"4814","4863","Q22post","Density",1
"4815","4868","Q22post","Density",1
"4816","4869","Q22post","Density",1
"4817","4870","Q22post","Density",1
"4818","4871","Q22post","Density",1
"4819","4874","Q22post","Density",1
"4820","4878","Q22post","Density",1
"4821","4879","Q22post","Density",1
"4822","4880","Q22post","Density",1
"4823","4884","Q22post","Density",1
"4824","4885","Q22post","Density",1
"4825","4886","Q22post","Density",1
"4826","4887","Q22post","Density",1
"4827","4888","Q22post","Density",1
"4828","4896","Q22post","Density",1
"4829","4897","Q22post","Density",1
"4830","4898","Q22post","Density",1
"4831","4899","Q22post","Density",1
"4832","4900","Q22post","Density",1
"4833","4901","Q22post","Density",1
"4834","4902","Q22post","Density",1
"4835","4903","Q22post","Density",1
"4836","4904","Q22post","Density",1
"4837","4906","Q22post","Density",1
"4838","4907","Q22post","Density",1
"4839","4908","Q22post","Density",1
"4840","4909","Q22post","Density",1
"4841","4910","Q22post","Density",1
"4842","4911","Q22post","Density",1
"4843","4912","Q22post","Density",1
"4844","4913","Q22post","Density",1
"4845","4914","Q22post","Density",1
"4846","4917","Q22post","Density",1
"4847","4919","Q22post","Density",1
"4848","4920","Q22post","Density",1
"4849","4921","Q22post","Density",1
"4850","4926","Q22post","Density",1
"4851","4927","Q22post","Density",1
"4852","8291","Q22post","Mass only",0
"4853","4272A","Q22post","Density",1
"4854","4279F","Q22post","Density",1
"4855","4281F","Q22post","Volume only",0
"4856","4293F","Q22post","Density",1
"4857","4294F","Q22post","Density",1
"4858","4310R","Q22post","Density",1
"4859","4368F","Q22post","I am not sure",0.5
"4860","4381R","Q22post","Density",1
"4861","4408F","Q22post","Density",1
"4862","4419C","Q22post","Density",1
"4863","4538F","Q22post","Density",1
"4864","45710","Q22post","Density",1
"4865","4739B","Q22post","Mass only",0
"4866","4755B","Q22post","Density",1
"4867","4756B","Q22post","Density",1
"4868","4760F","Q22post","Density",1
"4869","4765F","Q22post","Density",1
"4870","2919","Q24post","Same density",0
"4871","4022","Q24post","More dense",0
"4872","4219","Q24post","More dense",0
"4873","4224","Q24post","Same density",0
"4874","4229","Q24post","Same density",0
"4875","4230","Q24post","More dense",0
"4876","4232","Q24post","Less dense",1
"4877","4235","Q24post","Less dense",1
"4878","4236","Q24post","Same density",0
"4879","4240","Q24post","More dense",0
"4880","4241","Q24post","Same density",0
"4881","4242","Q24post","More dense",0
"4882","4243","Q24post","More dense",0
"4883","4244","Q24post","More dense",0
"4884","4245","Q24post","More dense",0
"4885","4246","Q24post","Less dense",1
"4886","4247","Q24post","Same density",0
"4887","4248","Q24post","Same density",0
"4888","4249","Q24post","Less dense",1
"4889","4250","Q24post","Same density",0
"4890","4251","Q24post","Same density",0
"4891","4254","Q24post","Same density",0
"4892","4257","Q24post","More dense",0
"4893","4258","Q24post","Same density",0
"4894","4259","Q24post","Same density",0
"4895","4260","Q24post","Less dense",1
"4896","4261","Q24post","Less dense",1
"4897","4262","Q24post","More dense",0
"4898","4264","Q24post","Same density",0
"4899","4267","Q24post","Same density",0
"4900","4268","Q24post","Less dense",1
"4901","4269","Q24post","More dense",0
"4902","4271","Q24post","Less dense",1
"4903","4272","Q24post","Same density",0
"4904","4273","Q24post","Same density",0
"4905","4274","Q24post","Less dense",1
"4906","4275","Q24post","More dense",0
"4907","4276","Q24post","Less dense",1
"4908","4277","Q24post","More dense",0
"4909","4278","Q24post","Less dense",1
"4910","4279","Q24post","Same density",0
"4911","4281","Q24post","Less dense",1
"4912","4282","Q24post","Same density",0
"4913","4283","Q24post","More dense",0
"4914","4284","Q24post","More dense",0
"4915","4285","Q24post","Less dense",1
"4916","4286","Q24post","Same density",0
"4917","4287","Q24post","Less dense",1
"4918","4288","Q24post","Less dense",1
"4919","4289","Q24post","More dense",0
"4920","4290","Q24post","Less dense",1
"4921","4291","Q24post","More dense",0
"4922","4293","Q24post","More dense",0
"4923","4294","Q24post","Same density",0
"4924","4295","Q24post","Less dense",1
"4925","4297","Q24post","Less dense",1
"4926","4299","Q24post","More dense",0
"4927","4300","Q24post","More dense",0
"4928","4301","Q24post","Less dense",1
"4929","4302","Q24post","Same density",0
"4930","4304","Q24post","More dense",0
"4931","4305","Q24post","More dense",0
"4932","4306","Q24post","More dense",0
"4933","4309","Q24post","Less dense",1
"4934","4310","Q24post","More dense",0
"4935","4313","Q24post","More dense",0
"4936","4314","Q24post","Less dense",1
"4937","4315","Q24post","Same density",0
"4938","4316","Q24post","Same density",0
"4939","4318","Q24post","More dense",0
"4940","4319","Q24post","Less dense",1
"4941","4321","Q24post","More dense",0
"4942","4322","Q24post","Same density",0
"4943","4323","Q24post","More dense",0
"4944","4324","Q24post","Less dense",1
"4945","4326","Q24post","Same density",0
"4946","4327","Q24post","Less dense",1
"4947","4328","Q24post","Less dense",1
"4948","4333","Q24post","Less dense",1
"4949","4334","Q24post","Same density",0
"4950","4335","Q24post","More dense",0
"4951","4339","Q24post","Less dense",1
"4952","4341","Q24post","Same density",0
"4953","4342","Q24post","Less dense",1
"4954","4343","Q24post","Less dense",1
"4955","4344","Q24post","Same density",0
"4956","4347","Q24post","Less dense",1
"4957","4348","Q24post","Less dense",1
"4958","4350","Q24post","Less dense",1
"4959","4353","Q24post","More dense",0
"4960","4355","Q24post","Less dense",1
"4961","4356","Q24post","More dense",0
"4962","4357","Q24post","Less dense",1
"4963","4359","Q24post","Less dense",1
"4964","4360","Q24post","More dense",0
"4965","4362","Q24post","Less dense",1
"4966","4363","Q24post","Less dense",1
"4967","4364","Q24post","Less dense",1
"4968","4367","Q24post","Less dense",1
"4969","4368","Q24post","More dense",0
"4970","4371","Q24post","Less dense",1
"4971","4372","Q24post","Same density",0
"4972","4373","Q24post","Same density",0
"4973","4374","Q24post","Less dense",1
"4974","4376","Q24post","Less dense",1
"4975","4377","Q24post","More dense",0
"4976","4378","Q24post","Less dense",1
"4977","4379","Q24post","Same density",0
"4978","4380","Q24post","Less dense",1
"4979","4382","Q24post","Same density",0
"4980","4383","Q24post","More dense",0
"4981","4384","Q24post","More dense",0
"4982","4390","Q24post","Less dense",1
"4983","4391","Q24post","More dense",0
"4984","4394","Q24post","Less dense",1
"4985","4396","Q24post","Less dense",1
"4986","4397","Q24post","More dense",0
"4987","4400","Q24post","Same density",0
"4988","4404","Q24post","Less dense",1
"4989","4406","Q24post","More dense",0
"4990","4407","Q24post","Less dense",1
"4991","4408","Q24post","More dense",0
"4992","4410","Q24post","Same density",0
"4993","4411","Q24post","Same density",0
"4994","4413","Q24post","Same density",0
"4995","4415","Q24post","More dense",0
"4996","4417","Q24post","More dense",0
"4997","4418","Q24post","More dense",0
"4998","4419","Q24post","More dense",0
"4999","4421","Q24post","Less dense",1
"5000","4422","Q24post","More dense",0
"5001","4423","Q24post","Less dense",1
"5002","4426","Q24post","Same density",0
"5003","4428","Q24post","Less dense",1
"5004","4429","Q24post","Less dense",1
"5005","4430","Q24post","Less dense",1
"5006","4431","Q24post","Less dense",1
"5007","4432","Q24post","Less dense",1
"5008","4433","Q24post","Less dense",1
"5009","4435","Q24post","Less dense",1
"5010","4436","Q24post","Less dense",1
"5011","4437","Q24post","Less dense",1
"5012","4440","Q24post","More dense",0
"5013","4447","Q24post","Less dense",1
"5014","4448","Q24post","Less dense",1
"5015","4449","Q24post","Less dense",1
"5016","4450","Q24post","Same density",0
"5017","4451","Q24post","More dense",0
"5018","4452","Q24post","Same density",0
"5019","4453","Q24post","More dense",0
"5020","4454","Q24post","Less dense",1
"5021","4455","Q24post","Less dense",1
"5022","4456","Q24post","More dense",0
"5023","4457","Q24post","More dense",0
"5024","4458","Q24post","Less dense",1
"5025","4459","Q24post","Less dense",1
"5026","4460","Q24post","Less dense",1
"5027","4461","Q24post","Same density",0
"5028","4465","Q24post","Same density",0
"5029","4466","Q24post","Less dense",1
"5030","4467","Q24post","Less dense",1
"5031","4468","Q24post","Density",1
"5032","4475","Q24post","More dense",0
"5033","4476","Q24post","Less dense",1
"5034","4478","Q24post","More dense",0
"5035","4479","Q24post","Less dense",1
"5036","4482","Q24post","Less dense",1
"5037","4485","Q24post","Less dense",1
"5038","4488","Q24post","Same density",0
"5039","4491","Q24post","More dense",0
"5040","4492","Q24post","More dense",0
"5041","4495","Q24post","Same density",0
"5042","4498","Q24post","Same density",0
"5043","4499","Q24post","More dense",0
"5044","4500","Q24post","Less dense",1
"5045","4501","Q24post","More dense",0
"5046","4502","Q24post","Less dense",1
"5047","4503","Q24post","More dense",0
"5048","4504","Q24post","More dense",0
"5049","4505","Q24post","More dense",0
"5050","4507","Q24post","Less dense",1
"5051","4509","Q24post","Less dense",1
"5052","4514","Q24post","Less dense",1
"5053","4515","Q24post","More dense",0
"5054","4517","Q24post","Less dense",1
"5055","4518","Q24post","Less dense",1
"5056","4519","Q24post","More dense",0
"5057","4524","Q24post","Less dense",1
"5058","4528","Q24post","More dense",0
"5059","4531","Q24post","Less dense",1
"5060","4533","Q24post","Less dense",1
"5061","4535","Q24post","More dense",0
"5062","4536","Q24post","More dense",0
"5063","4537","Q24post","More dense",0
"5064","4538","Q24post","More dense",0
"5065","4540","Q24post","More dense",0
"5066","4543","Q24post","More dense",0
"5067","4545","Q24post","More dense",0
"5068","4546","Q24post","Less dense",1
"5069","4549","Q24post","Less dense",1
"5070","4550","Q24post","More dense",0
"5071","4551","Q24post","Less dense",1
"5072","4558","Q24post","More dense",0
"5073","4559","Q24post","Less dense",1
"5074","4562","Q24post","More dense",0
"5075","4564","Q24post","More dense",0
"5076","4566","Q24post","More dense",0
"5077","4568","Q24post","Same density",0
"5078","45719","Q24post","More dense",0
"5079","4574","Q24post","More dense",0
"5080","4578","Q24post","Less dense",1
"5081","4584","Q24post","Less dense",1
"5082","4585","Q24post","Less dense",1
"5083","4586","Q24post","More dense",0
"5084","4589","Q24post","Less dense",1
"5085","4592","Q24post","More dense",0
"5086","4598","Q24post","Less dense",1
"5087","4599","Q24post","Less dense",1
"5088","4602","Q24post","Less dense",1
"5089","4606","Q24post","More dense",0
"5090","4607","Q24post","Less dense",1
"5091","4608","Q24post","Same density",0
"5092","4609","Q24post","Less dense",1
"5093","4610","Q24post","Less dense",1
"5094","4615","Q24post","More dense",0
"5095","4616","Q24post","More dense",0
"5096","4617","Q24post","Same density",0
"5097","4619","Q24post","Less dense",1
"5098","4621","Q24post","Less dense",1
"5099","4626","Q24post","More dense",0
"5100","4627","Q24post","More dense",0
"5101","4656","Q24post","More dense",0
"5102","4668","Q24post","Less dense",1
"5103","4686","Q24post","More dense",0
"5104","4693","Q24post","More dense",0
"5105","4697","Q24post","Same density",0
"5106","4702","Q24post","More dense",0
"5107","4704","Q24post","Less dense",1
"5108","4708","Q24post","Less dense",1
"5109","4710","Q24post","Less dense",1
"5110","4712","Q24post","More dense",0
"5111","4716","Q24post","More dense",0
"5112","4717","Q24post","Less dense",1
"5113","4720","Q24post","Less dense",1
"5114","4722","Q24post","Same density",0
"5115","4723","Q24post","Less dense",1
"5116","4725","Q24post","Less dense",1
"5117","4727","Q24post","More dense",0
"5118","4730","Q24post","Less dense",1
"5119","4734","Q24post","More dense",0
"5120","4737","Q24post","Less dense",1
"5121","4739","Q24post","Less dense",1
"5122","4740","Q24post","Less dense",1
"5123","4743","Q24post","Same density",0
"5124","4746","Q24post","Less dense",1
"5125","4748","Q24post","Same density",0
"5126","4753","Q24post","More dense",0
"5127","4754","Q24post","More dense",0
"5128","4755","Q24post","Same density",0
"5129","4756","Q24post","Less dense",1
"5130","4757","Q24post","Less dense",1
"5131","4758","Q24post","Same density",0
"5132","4760","Q24post","Same density",0
"5133","4761","Q24post","More dense",0
"5134","4762","Q24post","Less dense",1
"5135","4763","Q24post","Less dense",1
"5136","4764","Q24post","Less dense",1
"5137","4765","Q24post","Less dense",1
"5138","4767","Q24post","Less dense",1
"5139","4768","Q24post","Less dense",1
"5140","4770","Q24post","Same density",0
"5141","4771","Q24post","More dense",0
"5142","4773","Q24post","Less dense",1
"5143","4775","Q24post","More dense",0
"5144","4777","Q24post","Less dense",1
"5145","4778","Q24post","Less dense",1
"5146","4779","Q24post","Same density",0
"5147","4780","Q24post","Less dense",1
"5148","4781","Q24post","Less dense",1
"5149","4782","Q24post","More dense",0
"5150","4783","Q24post","Less dense",1
"5151","4784","Q24post","Same density",0
"5152","4785","Q24post","Less dense",1
"5153","4786","Q24post","Less dense",1
"5154","4787","Q24post","Same density",0
