"","ID","Q08post","Q10post","Q11post","Q12post","Q13post","Q15post","Q16post","Q17post","Q18post","Q19post","Q20post","Q21post","Q22post","Q24post","Q09Post","Q14Post"
"314","4825","volume/mass","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has the same volume as the original block","Smaller than",NA,"Twice the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","Same density","Disagree","Not Sure"
"315","4826","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"316","4828","mass/volume","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"317","4829","mass/volume",NA,"Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","Less dense","Not Sure","Agree"
"318","4830","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am 3","Density","More dense","Agree","Disagree"
"319","4831","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Disagree","Disagree"
"320","4832","mass X volume","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am 3","The 2 blocks will sink","Density","More dense","Agree","Agree"
"321","4833","volume/mass",NA,"Bigger than","it has twice the volume of the original block","Bigger than","Because what determines if an object will sink or float is the weight of the object","Half the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","More dense","Not Sure","Agree"
"322","4836","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"323","4838","mass/volume","Because the density can always change even if the pressure or temperature is constant","Same as","it has twice the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","More dense","Agree","Disagree"
"324","4839","volume/mass","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than",NA,"Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","I am 3","The 2 blocks will sink","Density","Less dense","Agree","Not Sure"
"325","4841","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","The 2 blocks will sink","Density","Same density","Agree","Disagree"
"326","4845","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Density","More dense","Disagree","Agree"
"327","4846","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Disagree","Disagree"
"328","4848","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Agree","Disagree"
"329","4850","mass/volume","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than",NA,"Half the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","Same density","Agree","Not Sure"
"330","4855","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Disagree","Disagree"
"331","4860","volume/mass","Because density is a property of the matter, and it can never change","Bigger than","it has twice the volume of the original block","Same as","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has twice the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","I am 3","Density","Less dense","Agree","Agree"
"332","4861","volume/mass","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","I am 3","Density","Same density","Disagree","Agree"
"333","4862","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","The 2 blocks will float","Density","Less dense","Agree","Agree"
"334","4863","mass/volume",NA,"Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Not Sure","Disagree"
"335","4868","mass/volume","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has the same volume as the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Disagree","Disagree"
"336","4869","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"337","4870","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Disagree","Disagree"
"338","4871","mass/volume","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","I am 3","The 2 blocks will float","Density","Same density","Agree","Not Sure"
"339","4874","mass/volume","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will float","Density","Same density","Disagree","Disagree"
"340","4878","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Not Sure"
"341","4879","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Agree"
"342","4880","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"343","4884","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Disagree","Disagree"
"344","4885","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"345","4886","mass/volume","Because density is a property of the matter, and it can never change","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Agree"
"346","4887","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Agree"
"347","4888","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","More dense","Agree","Not Sure"
"348","4896","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"349","4897","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"350","4898","mass/volume","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","Less dense","Agree","Disagree"
"351","4899","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"352","4900","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"353","4901","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"354","4902","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Agree"
"355","4903","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","More dense","Disagree","Not Sure"
"356","4904","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"357","4906","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Density","Less dense","Agree","Agree"
"358","4907","mass/volume",NA,"Same as","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the volume (how big it is)","Half the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","it has the same volume, but half the density of the original block","The blocks will sink","The 2 blocks will sink","Density","More dense","Not Sure","Disagree"
"359","4908","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Agree"
"360","4909","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"361","4910","mass/volume",NA,"Same as","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Not Sure","Not Sure"
"362","4911","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"363","4912","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","Same density","Agree","Disagree"
"364","4913","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, and half the density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"365","4914","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Not Sure"
"366","4917","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will float","Density","Less dense","Agree","Not Sure"
"367","4919","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"368","4920","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has the same volume as the original block","Bigger than",NA,"Twice the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","Less dense","Agree","Not Sure"
"369","4921","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will float","Density","Same density","Agree","Agree"
"370","4922","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","The 2 blocks will float","Another answer?","Less dense","Agree","Disagree"
"371","4926","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Not Sure"
"372","4927","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"373","5762","volume/mass","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Same as",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Agree","Agree"
"374","8291","volume/mass","Because the density can always change even if the pressure or temperature is constant","Smaller than","it has twice the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will sink","Mass only","Same density","Disagree","Disagree"
"375","123456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","?","mass/volume",NA,"Bigger than","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will sink","Another answer?","More dense","Not Sure","Agree"
"377","4272A","mass/volume","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Agree","Disagree"
"378","4279F","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Half the density of 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","More dense","Disagree","Disagree"
"379","4281F","mass/volume",NA,"Smaller than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has twice the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Volume only","More dense","Not Sure","Agree"
"380","4293F","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Bigger than","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block",NA,"The blocks will float","The 2 blocks will sink","Density","More dense","Agree","Agree"
"381","4294F","mass/volume","Because density is a property of the matter, and it can never change","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Same density","Agree","Disagree"
"382","4310R","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","More dense","Disagree","Disagree"
"383","4368F","amount of matter in object per unit volume","3",NA,"Smaller than","it has half the volume of the original block","4","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","I am 3","Density",NA,NA
"384","4381R","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"385","4408F","mass/volume",NA,"Smaller than","it has twice the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has the same mass as the original block","it has twice the density of the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","Same density","Not Sure","Disagree"
"386","4419C","mass/volume","Because the density can always change even if the pressure or temperature is constant","Bigger than","it has half the volume of the original block","Bigger than",NA,"Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will sink","I am 3","Density","More dense","Agree","Not Sure"
"387","4538F","mass X volume","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Bigger than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, but same density of the original block","The blocks will float","The 2 blocks will float","Density","More dense","Agree","Agree"
"388","45710","volume/mass","Because density is a property of the matter, and it can never change","Smaller than","it has half the volume of the original block","Smaller than",NA,"The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will float","I am 3","Density","Same density","Agree","Not Sure"
"389","4593","mass/volume","Because the density can always change even if the pressure or temperature is constant","Same as","it has the same volume as the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has the same mass as the original block","it has the same density as the original block","It has half the volume, but same density of the original block","I am 3","The 2 blocks will sink","Another answer?","Less dense","Agree","Disagree"
"390","4739B","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the weight of the object","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","I am 3","I am 3","Mass only","More dense","Disagree","Agree"
"391","4755B","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has half the volume of the original block","Smaller than",NA,"Twice the density of 1 kg of wood","it has the same mass as the original block","it has half the density of the original block","It has half the volume, but same density of the original block","I am 3","I am 3","Density","Less dense","Agree","Not Sure"
"392","4756B","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Same as","it has the same volume as the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","The same density as 1 kg of wood","it has half the mass of the original block","it has the same density as the original block","It has half the volume, but same density of the original block","The blocks will sink","The 2 blocks will float","Density","Less dense","Agree","Disagree"
"393","4760F","mass/volume","Because density is a property of the matter, and it can change only if we changed the temperature or pressure","Smaller than","it has half the volume of the original block","Smaller than","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has half the density of the original block","It has half the volume, and half the density of the original block","The blocks will float","The 2 blocks will sink","Density","More dense","Disagree","Agree"
"394","4765F","mass/volume",NA,"Same as","it has half the volume of the original block","Same as","Because what determines if an object will sink or float is the density of the object compared to the density of water.","Twice the density of 1 kg of wood","it has half the mass of the original block","it has twice the density of the original block","It has half the volume, and half the density of the original block","I am 3","The 2 blocks will float","Density","More dense","Not Sure","Disagree"
