,ID,Question,Response
1962,4419,Q11,Same as
1964,4669,Q11,Same as
1967,4541,Q11,Same as
1971,4656,Q11,Same as
1972,4395,Q11,Same as
1974,4414,Q11,Same as
1977,4683,Q11,Same as
1980,4657,Q11,Same as
1981,4506,Q11,Same as
1982,4668,Q11,Same as
1983,4684,Q11,Same as
1984,4637,Q11,Same as
1988,4698,Q11,Same as
1998,4717,Q11,Same as
1999,4723,Q11,Same as
2001,4714,Q11,Same as
2004,4730,Q11,Same as
2005,4725,Q11,Same as
2010,4731,Q11,Same as
2014,4753B,Q11,Same as
2018,4763B,Q11,Same as
2019,4759,Q11,Same as
2020,4766,Q11,Same as
2021,4768,Q11,Same as
2023,4764,Q11,Same as
2028,4756B,Q11,Same as
2037,4748,Q11,Same as
2042,4778,Q11,Same as
2048,4764,Q11,Same as
2065,4781,Q11,Same as
2066,4789,Q11,Same as
2068,4786,Q11,Same as
2071,4785,Q11,Same as
2072,4780,Q11,Same as
2077,4795,Q11,Same as
2082,4808,Q11,Same as
2083,4806,Q11,Same as
2085,4809,Q11,Same as
2086,4807,Q11,Same as
2088,4812,Q11,Same as
2090,4803,Q11,Same as
2091,4802,Q11,Same as
2092,4813,Q11,Same as
2094,4836,Q11,Same as
2096,4838,Q11,Same as
2097,4833,Q11,Same as
2098,4828,Q11,Same as
2099,4831,Q11,Same as
2101,4835,Q11,Same as
2106,4830,Q11,Same as
2107,4846,Q11,Same as
2109,4855,Q11,Same as
2111,4581,Q11,Same as
2117,4856,Q11,Same as
2120,4752,Q11,Same as
2129,4866,Q11,Same as
2130,4869,Q11,Same as
2131,4862,Q11,Same as
2134,4861,Q11,Same as
2138,4898,Q11,Same as
2139,4879,Q11,Same as
2141,4919,Q11,Same as
2142,4879,Q11,Same as
2144,4897,Q11,Same as
2145,4911,Q11,Same as
2146,4904,Q11,Same as
2147,4895,Q11,Same as
2148,4910,Q11,Same as
2149,4901,Q11,Same as
2150,4884,Q11,Same as
2151,4898,Q11,Same as
2152,4917,Q11,Same as
2153,4924,Q11,Same as
2154,4908,Q11,Same as
2155,4900,Q11,Same as
2157,4906,Q11,Same as
2158,4899,Q11,Same as
2159,4885,Q11,Same as
2160,4914,Q11,Same as
2163,4902,Q11,Same as
2164,4909,Q11,Same as
2165,4912,Q11,Same as
2166,4926,Q11,Same as
2168,4907,Q11,Same as
2169,4888,Q11,Same as
2170,4896,Q11,Same as
2171,4927,Q11,Same as
2172,4878,Q11,Same as
2176,4887,Q11,Same as
2723,4232,Q13,Same as
2724,4233,Q13,Same as
2726,4230,Q13,Same as
2727,4420,Q13,Same as
2729,4234,Q13,Same as
2730,4219,Q13,Same as
2732,4236,Q13,Same as
2738,4254,Q13,Same as
2740,4255,Q13,Same as
2741,4261,Q13,Same as
2742,4246,Q13,Same as
2744,4241,Q13,Same as
2746,4256,Q13,Same as
2748,4263,Q13,Same as
2750,4252,Q13,Same as
2751,4257,Q13,Same as
2754,4242,Q13,Same as
2757,4276,Q13,Same as
2758,4272,Q13,Same as
2764,4275,Q13,Same as
2765,4273,Q13,Same as
2769,4286,Q13,Same as
2770,4285,Q13,Same as
2773,4243,Q13,Same as
2774,4271,Q13,Same as
2775,4264,Q13,Same as
2776,4268,Q13,Same as
2777,4258,Q13,Same as
2778,4249,Q13,Same as
2782,4248,Q13,Same as
2783,4290,Q13,Same as
2785,4288,Q13,Same as
2788,4304,Q13,Same as
2790,4312,Q13,Same as
2792,4313,Q13,Same as
2793,4315,Q13,Same as
2798,4036,Q13,Same as
2805,4278,Q13,Same as
2806,4291,Q13,Same as
2807,4282K,Q13,Same as
2808,4293,Q13,Same as
2809,4443,Q13,Same as
2810,4327,Q13,Same as
2812,4337,Q13,Same as
2814,4328,Q13,Same as
2815,4324,Q13,Same as
2817,4338,Q13,Same as
2818,4332,Q13,Same as
2823,4367,Q13,Same as
2824,4365,Q13,Same as
2826,4373,Q13,Same as
2827,4359,Q13,Same as
2828,4352,Q13,Same as
2830,4363,Q13,Same as
2831,4366,Q13,Same as
2833,4364,Q13,Same as
2834,4355,Q13,Same as
2835,4325,Q13,Same as
2836,4342,Q13,Same as
2839,4390,Q13,Same as
2840,4385,Q13,Same as
2841,4384,Q13,Same as
2845,4394,Q13,Same as
2851,4410,Q13,Same as
2852,4411,Q13,Same as
2853,4406,Q13,Same as
2857,4399,Q13,Same as
2858,4413,Q13,Same as
2859,4401,Q13,Same as
2863,4442,Q13,Same as
2864,4428,Q13,Same as
2865,4424,Q13,Same as
2866,4433,Q13,Same as
2868,4423,Q13,Same as
2869,4436,Q13,Same as
2871,4431,Q13,Same as
2874,4434,Q13,Same as
2875,4427,Q13,Same as
2879,4432,Q13,Same as
2880,4438,Q13,Same as
2882,4435,Q13,Same as
2883,4448,Q13,Same as
2891,4458,Q13,Same as
2893,4450,Q13,Same as
2895,4452,Q13,Same as
2909,4483,Q13,Same as
2914,4500,Q13,Same as
2917,4492,Q13,Same as
2919,4461,Q13,Same as
2920,4494,Q13,Same as
2922,4517,Q13,Same as
2930,4499,Q13,Same as
2933,4344,Q13,Same as
2935,4279,Q13,Same as
2937,4279,Q13,Same as
2939,4245,Q13,Same as
2942,4334,Q13,Same as
2944,4360,Q13,Same as
2946,4350,Q13,Same as
2948,4562,Q13,Same as
2950,4564,Q13,Same as
2954,4573,Q13,Same as
2959,4546,Q13,Same as
2961,4535,Q13,Same as
2966,4549,Q13,Same as
2969,4569,Q13,Same as
2970,4574,Q13,Same as
2973,4548,Q13,Same as
2975,4531,Q13,Same as
2979,4358,Q13,Same as
2981,4374,Q13,Same as
2986,4281,Q13,Same as
3001,4639,Q13,Same as
3002,4631,Q13,Same as
3003,4650,Q13,Same as
3012,4672,Q13,Same as
3014,4678,Q13,Same as
3015,4676,Q13,Same as
3016,4666,Q13,Same as
3018,4611,Q13,Same as
3020,4626,Q13,Same as
3021,4589,Q13,Same as
3027,4601,Q13,Same as
3028,4600,Q13,Same as
3031,4610,Q13,Same as
3033,4607,Q13,Same as
3043,4579,Q13,Same as
3045,4592,Q13,Same as
3048,4670,Q13,Same as
3051,4653,Q13,Same as
3052,4669,Q13,Same as
3054,4667,Q13,Same as
3060,4395,Q13,Same as
3065,4683,Q13,Same as
3066,4539,Q13,Same as
3069,4506,Q13,Same as
3070,4668,Q13,Same as
3071,4684,Q13,Same as
3072,4637,Q13,Same as
3086,4717,Q13,Same as
3087,4723,Q13,Same as
3089,4714,Q13,Same as
3093,4725,Q13,Same as
3102,4753B,Q13,Same as
3106,4763B,Q13,Same as
3108,4766,Q13,Same as
3109,4768,Q13,Same as
3111,4764,Q13,Same as
3116,4756B,Q13,Same as
3123,4742,Q13,Same as
3125,4748,Q13,Same as
3130,4778,Q13,Same as
3135,4765,Q13,Same as
3136,4764,Q13,Same as
3139,4769,Q13,Same as
3151,4821,Q13,Same as
3153,4781,Q13,Same as
3154,4789,Q13,Same as
3156,4786,Q13,Same as
3159,4785,Q13,Same as
3160,4780,Q13,Same as
3164,4756,Q13,Same as
3165,4795,Q13,Same as
3170,4808,Q13,Same as
3171,4806,Q13,Same as
3176,4812,Q13,Same as
3177,4810,Q13,Same as
3178,4803,Q13,Same as
3179,4802,Q13,Same as
3180,4813,Q13,Same as
3181,4801,Q13,Same as
3182,4836,Q13,Same as
3183,4832,Q13,Same as
3184,4838,Q13,Same as
3186,4828,Q13,Same as
3191,4827,Q13,Same as
3194,4830,Q13,Same as
3195,4846,Q13,Same as
3197,4855,Q13,Same as
3199,4581,Q13,Same as
3208,4752,Q13,Same as
3210,4871,Q13,Same as
3217,4866,Q13,Same as
3219,4862,Q13,Same as
3223,4892,Q13,Same as
3227,4879,Q13,Same as
3229,4919,Q13,Same as
3230,4879,Q13,Same as
3232,4897,Q13,Same as
3233,4911,Q13,Same as
3234,4904,Q13,Same as
3235,4895,Q13,Same as
3236,4910,Q13,Same as
3237,4901,Q13,Same as
3238,4884,Q13,Same as
3239,4898,Q13,Same as
3240,4917,Q13,Same as
3241,4924,Q13,Same as
3242,4908,Q13,Same as
3243,4900,Q13,Same as
3245,4906,Q13,Same as
3246,4899,Q13,Same as
3247,4885,Q13,Same as
3248,4914,Q13,Same as
3252,4909,Q13,Same as
3253,4912,Q13,Same as
3255,4886,Q13,Same as
3257,4888,Q13,Same as
3258,4896,Q13,Same as
3259,4927,Q13,Same as
3260,4878,Q13,Same as
3261,4923,Q13,Same as
8161,4217,Q24,Same density
8163,4232,Q24,Same density
8164,4233,Q24,Same density
8168,4421,Q24,Same density
8169,4234,Q24,Same density
8170,4219,Q24,Same density
8172,4236,Q24,Same density
8179,4267,Q24,Same density
8180,4255,Q24,Same density
8182,4246,Q24,Same density
8185,4247,Q24,Same density
8187,4253,Q24,Same density
8190,4252,Q24,Same density
8209,4286,Q24,Same density
8211,4270,Q24,Same density
8213,4243,Q24,Same density
8214,4271,Q24,Same density
8217,4258,Q24,Same density
8218,4249,Q24,Same density
8226,4321,Q24,Same density
8229,4303,Q24,Same density
8231,4322,Q24,Same density
8233,4315,Q24,Same density
8245,4278,Q24,Same density
8248,4293,Q24,Same density
8250,4327,Q24,Same density
8253,4343,Q24,Same density
8258,4332,Q24,Same density
8259,4346,Q24,Same density
8264,4365,Q24,Same density
8266,4373,Q24,Same density
8272,4356,Q24,Same density
8278,4393,Q24,Same density
8286,4383,Q24,Same density
8288,4379,Q24,Same density
8299,4401,Q24,Same density
8305,4424,Q24,Same density
8315,4427,Q24,Same density
8322,4435,Q24,Same density
8329,4456,Q24,Same density
8335,4452,Q24,Same density
8349,4483,Q24,Same density
8353,4498,Q24,Same density
8355,4513,Q24,Same density
8360,4494,Q24,Same density
8361,4514,Q24,Same density
8364,4488,Q24,Same density
8365,4478,Q24,Same density
8368,4509,Q24,Same density
8370,4499,Q24,Same density
8372,4495,Q24,Same density
8373,4344,Q24,Same density
8375,4279,Q24,Same density
8377,4279,Q24,Same density
8381,4326,Q24,Same density
8387,4463,Q24,Same density
8390,4564,Q24,Same density
8398,4566,Q24,Same density
8405,4572,Q24,Same density
8407,4568,Q24,Same density
8410,4574,Q24,Same density
8425,4326F,Q24,Same density
8428,4372,Q24,Same density
8429,4292R,Q24,Same density
8430,4329,Q24,Same density
8432,4310,Q24,Same density
8447,4642,Q24,Same density
8450,4677,Q24,Same density
8458,4611,Q24,Same density
8461,4589,Q24,Same density
8463,4581F,Q24,Same density
8464,4591,Q24,Same density
8468,4600,Q24,Same density
8469,4608,Q24,Same density
8492,4669,Q24,Same density
8496,4686,Q24,Same density
8501,4681,Q24,Same density
8506,4539,Q24,Same density
8507,4653F,Q24,Same density
8509,4506,Q24,Same density
8517,4703,Q24,Same density
8521,4693,Q24,Same density
8525,4697,Q24,Same density
8540,4729,Q24,Same density
8548,4766,Q24,Same density
8552,4758,Q24,Same density
8556,4756B,Q24,Same density
8560,4739,Q24,Same density
8565,4748,Q24,Same density
8566,4753,Q24,Same density
8567,4743,Q24,Same density
8570,4778,Q24,Same density
8576,4764,Q24,Same density
8582,4824,Q24,Same density
8586,4824,Q24,Same density
8589,4819,Q24,Same density
8602,4784,Q24,Same density
8605,4795,Q24,Same density
8616,4812,Q24,Same density
8618,4803,Q24,Same density
8619,4802,Q24,Same density
8625,4833,Q24,Same density
8627,4831,Q24,Same density
8628,4834,Q24,Same density
8637,4855,Q24,Same density
8640,4849,Q24,Same density
8644,4857,Q24,Same density
8652,4858,Q24,Same density
8667,4879,Q24,Same density
8669,4919,Q24,Same density
8676,4910,Q24,Same density
8686,4899,Q24,Same density
8687,4885,Q24,Same density
8690,4903,Q24,Same density
8693,4912,Q24,Same density
8694,4926,Q24,Same density
8695,4886,Q24,Same density
8697,4888,Q24,Same density
8699,4927,Q24,Same density
8701,4923,Q24,Same density
1633,4217,Q11,Smaller than
1637,4235,Q11,Smaller than
1650,4254,Q11,Smaller than
1655,4251,Q11,Smaller than
1656,4241,Q11,Smaller than
1657,4247,Q11,Smaller than
1660,4263,Q11,Smaller than
1663,4257,Q11,Smaller than
1665,4259,Q11,Smaller than
1666,4242,Q11,Smaller than
1668,4282A,Q11,Smaller than
1672,4292F,Q11,Smaller than
1674,4294F,Q11,Smaller than
1675,4287,Q11,Smaller than
1678,4289,Q11,Smaller than
1680,4277,Q11,Smaller than
1683,4270,Q11,Smaller than
1689,4258,Q11,Smaller than
1691,4240,Q11,Smaller than
1692,4260,Q11,Smaller than
1693,4269,Q11,Smaller than
1694,4248,Q11,Smaller than
1698,4321,Q11,Smaller than
1699,4300,Q11,Smaller than
1701,4303,Q11,Smaller than
1702,4312,Q11,Smaller than
1703,4322,Q11,Smaller than
1707,4318,Q11,Smaller than
1711,4307,Q11,Smaller than
1713,4294,Q11,Smaller than
1715,4309,Q11,Smaller than
1716,4302,Q11,Smaller than
1723,4330,Q11,Smaller than
1725,4343,Q11,Smaller than
1728,4348,Q11,Smaller than
1731,4346,Q11,Smaller than
1734,4353,Q11,Smaller than
1737,4357,Q11,Smaller than
1744,4356,Q11,Smaller than
1747,4325,Q11,Smaller than
1750,4393,Q11,Smaller than
1756,4386,Q11,Smaller than
1760,4379,Q11,Smaller than
1761,4376,Q11,Smaller than
1762,4404,Q11,Smaller than
1766,4400,Q11,Smaller than
1767,4396,Q11,Smaller than
1769,4399,Q11,Smaller than
1777,4424,Q11,Smaller than
1779,4283F,Q11,Smaller than
1781,4436,Q11,Smaller than
1782,4430,Q11,Smaller than
1783,4431,Q11,Smaller than
1784,4441,Q11,Smaller than
1785,4437,Q11,Smaller than
1788,4426,Q11,Smaller than
1789,4440,Q11,Smaller than
1790,4446,Q11,Smaller than
1793,4449,Q11,Smaller than
1796,4455,Q11,Smaller than
1800,4457,Q11,Smaller than
1801,4456,Q11,Smaller than
1802,4454,Q11,Smaller than
1804,4460,Q11,Smaller than
1806,4453,Q11,Smaller than
1809,4408,Q11,Smaller than
1810,4490,Q11,Smaller than
1813,4472,Q11,Smaller than
1814,4507,Q11,Smaller than
1815,4518,Q11,Smaller than
1816,4503,Q11,Smaller than
1818,4524,Q11,Smaller than
1819,4485,Q11,Smaller than
1821,4483,Q11,Smaller than
1822,4510,Q11,Smaller than
1824,4520,Q11,Smaller than
1828,4484,Q11,Smaller than
1829,4492,Q11,Smaller than
1833,4514,Q11,Smaller than
1835,4515,Q11,Smaller than
1838,4502,Q11,Smaller than
1839,4521,Q11,Smaller than
1841,4501,Q11,Smaller than
1843,4505,Q11,Smaller than
1844,4495,Q11,Smaller than
1846,4292BM,Q11,Smaller than
1849,4279,Q11,Smaller than
1850,4281,Q11,Smaller than
1854,4334,Q11,Smaller than
1855,4370,Q11,Smaller than
1856,4360,Q11,Smaller than
1857,4345,Q11,Smaller than
1858,4350,Q11,Smaller than
1859,4463,Q11,Smaller than
1862,4564,Q11,Smaller than
1863,4537,Q11,Smaller than
1869,4571,Q11,Smaller than
1872,4554,Q11,Smaller than
1874,4553,Q11,Smaller than
1876,4358F,Q11,Smaller than
1878,4549,Q11,Smaller than
1884,4527,Q11,Smaller than
1887,4531,Q11,Smaller than
1889,4533,Q11,Smaller than
1890,4480,Q11,Smaller than
1892,4381,Q11,Smaller than
1896,4305,Q11,Smaller than
1902,4329,Q11,Smaller than
1903,4375,Q11,Smaller than
1905,4353F,Q11,Smaller than
1909,4664,Q11,Smaller than
1910,4636,Q11,Smaller than
1913,4639,Q11,Smaller than
1914,4631,Q11,Smaller than
1916,4635,Q11,Smaller than
1918,4659,Q11,Smaller than
1919,4642,Q11,Smaller than
1920,4665,Q11,Smaller than
1923,4673,Q11,Smaller than
1931,4602,Q11,Smaller than
1934,4586,Q11,Smaller than
1935,4581F,Q11,Smaller than
1936,4591,Q11,Smaller than
1937,4627,Q11,Smaller than
1941,4608,Q11,Smaller than
1942,4599,Q11,Smaller than
1944,4609,Q11,Smaller than
1945,4607,Q11,Smaller than
1946,4578,Q11,Smaller than
1947,4588,Q11,Smaller than
1948,4617,Q11,Smaller than
1950,4583,Q11,Smaller than
1951,4585,Q11,Smaller than
1954,4619,Q11,Smaller than
1956,4620,Q11,Smaller than
1958,4598,Q11,Smaller than
1959,4663,Q11,Smaller than
1961,4652,Q11,Smaller than
1963,4653,Q11,Smaller than
1965,4389,Q11,Smaller than
1968,4686,Q11,Smaller than
1969,4542,Q11,Smaller than
1970,4645,Q11,Smaller than
1973,4681,Q11,Smaller than
1975,4508,Q11,Smaller than
1976,4464,Q11,Smaller than
1978,4539,Q11,Smaller than
1979,4653F,Q11,Smaller than
1985,4311,Q11,Smaller than
1986,4297,Q11,Smaller than
1987,4707,Q11,Smaller than
1993,4693,Q11,Smaller than
1994,4704,Q11,Smaller than
1997,4697,Q11,Smaller than
2000,4726,Q11,Smaller than
2002,4716,Q11,Smaller than
2003,4718,Q11,Smaller than
2006,4720,Q11,Smaller than
2007,4728,Q11,Smaller than
2008,4606,Q11,Smaller than
2009,4733,Q11,Smaller than
2011,4727,Q11,Smaller than
2012,4729,Q11,Smaller than
2013,4722,Q11,Smaller than
2015,4604,Q11,Smaller than
2017,4746B,Q11,Smaller than
2022,4762,Q11,Smaller than
2024,4758,Q11,Smaller than
2025,4769,Q11,Smaller than
2026,4754B,Q11,Smaller than
2027,4761,Q11,Smaller than
2029,4755B,Q11,Smaller than
2032,4739,Q11,Smaller than
2034,4755,Q11,Smaller than
2035,4742,Q11,Smaller than
2036,4750,Q11,Smaller than
2038,4753,Q11,Smaller than
2039,4743,Q11,Smaller than
2040,4760,Q11,Smaller than
2041,4767,Q11,Smaller than
2043,4777,Q11,Smaller than
2044,4763,Q11,Smaller than
2045,4768,Q11,Smaller than
2046,4773,Q11,Smaller than
2047,4765,Q11,Smaller than
2049,4770,Q11,Smaller than
2050,4775,Q11,Smaller than
2051,4769,Q11,Smaller than
2052,4771,Q11,Smaller than
2053,4740,Q11,Smaller than
2054,4824,Q11,Smaller than
2055,4816,Q11,Smaller than
2058,4824,Q11,Smaller than
2059,4815,Q11,Smaller than
2060,4825,Q11,Smaller than
2062,4822,Q11,Smaller than
2064,4818,Q11,Smaller than
2067,4782,Q11,Smaller than
2070,4787,Q11,Smaller than
2074,4784,Q11,Smaller than
2076,4756,Q11,Smaller than
2078,4805,Q11,Smaller than
2079,4799,Q11,Smaller than
2080,4796,Q11,Smaller than
2081,4791,Q11,Smaller than
2084,4793,Q11,Smaller than
2087,4800,Q11,Smaller than
2089,4810,Q11,Smaller than
2100,4834,Q11,Smaller than
2102,4826,Q11,Smaller than
2104,4829,Q11,Smaller than
2105,4837,Q11,Smaller than
2108,4847,Q11,Smaller than
2110,4850,Q11,Smaller than
2112,4849,Q11,Smaller than
2115,4839,Q11,Smaller than
2118,4842,Q11,Smaller than
2119,4852,Q11,Smaller than
2121,4859,Q11,Smaller than
2122,4871,Q11,Smaller than
2123,4873,Q11,Smaller than
2124,4858,Q11,Smaller than
2126,4863,Q11,Smaller than
2127,4864,Q11,Smaller than
2128,4860,Q11,Smaller than
2132,4870,Q11,Smaller than
2136,4891,Q11,Smaller than
2137,4899,Q11,Smaller than
2140,4883,Q11,Smaller than
2143,4913,Q11,Smaller than
2161,4921,Q11,Smaller than
2162,4903,Q11,Smaller than
2167,4886,Q11,Smaller than
2174,4880,Q11,Smaller than
2175,4920,Q11,Smaller than
2739,4267,Q13,Smaller than
2743,4251,Q13,Smaller than
2745,4247,Q13,Smaller than
2749,4244,Q13,Smaller than
2753,4259,Q13,Smaller than
2756,4282A,Q13,Smaller than
2759,4284,Q13,Smaller than
2760,4292F,Q13,Smaller than
2761,4280,Q13,Smaller than
2762,4294F,Q13,Smaller than
2763,4287,Q13,Smaller than
2766,4289,Q13,Smaller than
2768,4277,Q13,Smaller than
2779,4240,Q13,Smaller than
2784,4283,Q13,Smaller than
2786,4321,Q13,Smaller than
2787,4300,Q13,Smaller than
2789,4303,Q13,Smaller than
2791,4322,Q13,Smaller than
2795,4318,Q13,Smaller than
2796,4296,Q13,Smaller than
2799,4307,Q13,Smaller than
2801,4294,Q13,Smaller than
2803,4309,Q13,Smaller than
2804,4302,Q13,Smaller than
2813,4343,Q13,Smaller than
2816,4348,Q13,Smaller than
2819,4346,Q13,Smaller than
2821,4339,Q13,Smaller than
2822,4353,Q13,Smaller than
2825,4357,Q13,Smaller than
2832,4356,Q13,Smaller than
2837,4391,Q13,Smaller than
2838,4393,Q13,Smaller than
2842,4392,Q13,Smaller than
2844,4386,Q13,Smaller than
2846,4383,Q13,Smaller than
2848,4379,Q13,Smaller than
2849,4376,Q13,Smaller than
2850,4404,Q13,Smaller than
2854,4400,Q13,Smaller than
2855,4396,Q13,Smaller than
2856,4407,Q13,Smaller than
2862,4429,Q13,Smaller than
2867,4283F,Q13,Smaller than
2870,4430,Q13,Smaller than
2872,4441,Q13,Smaller than
2873,4437,Q13,Smaller than
2876,4426,Q13,Smaller than
2878,4446,Q13,Smaller than
2881,4449,Q13,Smaller than
2884,4455,Q13,Smaller than
2885,4451,Q13,Smaller than
2889,4456,Q13,Smaller than
2890,4454,Q13,Smaller than
2892,4460,Q13,Smaller than
2896,4239,Q13,Smaller than
2897,4408,Q13,Smaller than
2898,4490,Q13,Smaller than
2901,4472,Q13,Smaller than
2902,4507,Q13,Smaller than
2903,4518,Q13,Smaller than
2904,4503,Q13,Smaller than
2906,4524,Q13,Smaller than
2907,4485,Q13,Smaller than
2912,4520,Q13,Smaller than
2913,4498,Q13,Smaller than
2915,4513,Q13,Smaller than
2916,4484,Q13,Smaller than
2918,4522,Q13,Smaller than
2921,4514,Q13,Smaller than
2923,4515,Q13,Smaller than
2925,4478,Q13,Smaller than
2928,4509,Q13,Smaller than
2931,4505,Q13,Smaller than
2932,4495,Q13,Smaller than
2934,4292BM,Q13,Smaller than
2938,4281,Q13,Smaller than
2943,4370,Q13,Smaller than
2945,4345,Q13,Smaller than
2947,4463,Q13,Smaller than
2949,4563,Q13,Smaller than
2953,4550,Q13,Smaller than
2955,4536,Q13,Smaller than
2956,4571,Q13,Smaller than
2958,4566,Q13,Smaller than
2960,4554,Q13,Smaller than
2962,4553,Q13,Smaller than
2963,4540,Q13,Smaller than
2964,4358F,Q13,Smaller than
2971,4560,Q13,Smaller than
2972,4527,Q13,Smaller than
2974,4559,Q13,Smaller than
2976,4545,Q13,Smaller than
2977,4533,Q13,Smaller than
2978,4480,Q13,Smaller than
2980,4381,Q13,Smaller than
2982,4317,Q13,Smaller than
2983,4314,Q13,Smaller than
2984,4305,Q13,Smaller than
2989,4292R,Q13,Smaller than
2990,4329,Q13,Smaller than
2991,4375,Q13,Smaller than
2992,4310,Q13,Smaller than
2993,4353F,Q13,Smaller than
2994,4371,Q13,Smaller than
2996,4632,Q13,Smaller than
2997,4664,Q13,Smaller than
2998,4636,Q13,Smaller than
3004,4635,Q13,Smaller than
3005,4643,Q13,Smaller than
3006,4659,Q13,Smaller than
3007,4642,Q13,Smaller than
3008,4665,Q13,Smaller than
3010,4677,Q13,Smaller than
3011,4673,Q13,Smaller than
3013,4660,Q13,Smaller than
3017,4646,Q13,Smaller than
3019,4602,Q13,Smaller than
3022,4586,Q13,Smaller than
3023,4581F,Q13,Smaller than
3025,4627,Q13,Smaller than
3029,4608,Q13,Smaller than
3030,4599,Q13,Smaller than
3032,4609,Q13,Smaller than
3034,4578,Q13,Smaller than
3035,4588,Q13,Smaller than
3036,4617,Q13,Smaller than
3037,4613,Q13,Smaller than
3038,4583,Q13,Smaller than
3039,4585,Q13,Smaller than
3040,4616,Q13,Smaller than
3041,4595,Q13,Smaller than
3042,4619,Q13,Smaller than
3044,4620,Q13,Smaller than
3046,4598,Q13,Smaller than
3047,4663,Q13,Smaller than
3049,4652,Q13,Smaller than
3050,4419,Q13,Smaller than
3053,4389,Q13,Smaller than
3055,4541,Q13,Smaller than
3056,4686,Q13,Smaller than
3057,4542,Q13,Smaller than
3058,4645,Q13,Smaller than
3061,4681,Q13,Smaller than
3062,4414,Q13,Smaller than
3063,4508,Q13,Smaller than
3064,4464,Q13,Smaller than
3067,4653F,Q13,Smaller than
3068,4657,Q13,Smaller than
3073,4311,Q13,Smaller than
3074,4297,Q13,Smaller than
3075,4707,Q13,Smaller than
3076,4698,Q13,Smaller than
3077,4703,Q13,Smaller than
3079,4702,Q13,Smaller than
3080,4691,Q13,Smaller than
3081,4693,Q13,Smaller than
3082,4704,Q13,Smaller than
3083,4736,Q13,Smaller than
3084,4771,Q13,Smaller than
3085,4697,Q13,Smaller than
3088,4726,Q13,Smaller than
3090,4716,Q13,Smaller than
3091,4718,Q13,Smaller than
3092,4730,Q13,Smaller than
3094,4720,Q13,Smaller than
3095,4728,Q13,Smaller than
3096,4606,Q13,Smaller than
3097,4733,Q13,Smaller than
3098,4731,Q13,Smaller than
3099,4727,Q13,Smaller than
3100,4729,Q13,Smaller than
3101,4722,Q13,Smaller than
3103,4604,Q13,Smaller than
3105,4746B,Q13,Smaller than
3107,4759,Q13,Smaller than
3112,4758,Q13,Smaller than
3113,4769,Q13,Smaller than
3114,4754B,Q13,Smaller than
3115,4761,Q13,Smaller than
3117,4755B,Q13,Smaller than
3118,4710,Q13,Smaller than
3120,4739,Q13,Smaller than
3121,4754,Q13,Smaller than
3122,4755,Q13,Smaller than
3124,4750,Q13,Smaller than
3126,4753,Q13,Smaller than
3127,4743,Q13,Smaller than
3128,4760,Q13,Smaller than
3129,4767,Q13,Smaller than
3131,4777,Q13,Smaller than
3138,4775,Q13,Smaller than
3141,4740,Q13,Smaller than
3144,4820,Q13,Smaller than
3145,4817,Q13,Smaller than
3146,4824,Q13,Smaller than
3147,4815,Q13,Smaller than
3148,4825,Q13,Smaller than
3150,4822,Q13,Smaller than
3152,4818,Q13,Smaller than
3155,4782,Q13,Smaller than
3158,4787,Q13,Smaller than
3162,4784,Q13,Smaller than
3163,4779,Q13,Smaller than
3166,4805,Q13,Smaller than
3167,4799,Q13,Smaller than
3168,4796,Q13,Smaller than
3169,4791,Q13,Smaller than
3172,4793,Q13,Smaller than
3174,4807,Q13,Smaller than
3175,4800,Q13,Smaller than
3187,4831,Q13,Smaller than
3188,4834,Q13,Smaller than
3189,4835,Q13,Smaller than
3190,4826,Q13,Smaller than
3192,4829,Q13,Smaller than
3193,4837,Q13,Smaller than
3196,4847,Q13,Smaller than
3198,4850,Q13,Smaller than
3200,4849,Q13,Smaller than
3203,4839,Q13,Smaller than
3205,4856,Q13,Smaller than
3206,4842,Q13,Smaller than
3207,4852,Q13,Smaller than
3209,4859,Q13,Smaller than
3211,4873,Q13,Smaller than
3212,4858,Q13,Smaller than
3213,4874,Q13,Smaller than
3214,4863,Q13,Smaller than
3215,4864,Q13,Smaller than
3216,4860,Q13,Smaller than
3218,4869,Q13,Smaller than
3220,4870,Q13,Smaller than
3221,4868,Q13,Smaller than
3222,4861,Q13,Smaller than
3225,4899,Q13,Smaller than
3226,4898,Q13,Smaller than
3228,4883,Q13,Smaller than
3249,4921,Q13,Smaller than
3250,4903,Q13,Smaller than
3251,4902,Q13,Smaller than
3256,4907,Q13,Smaller than
7077,4235,Q21,The 2 blocks will float
7081,4234,Q21,The 2 blocks will float
7084,4236,Q21,The 2 blocks will float
7092,4255,Q21,The 2 blocks will float
7093,4261,Q21,The 2 blocks will float
7096,4241,Q21,The 2 blocks will float
7101,4244,Q21,The 2 blocks will float
7105,4259,Q21,The 2 blocks will float
7106,4242,Q21,The 2 blocks will float
7107,4265,Q21,The 2 blocks will float
7109,4276,Q21,The 2 blocks will float
7110,4272,Q21,The 2 blocks will float
7114,4294F,Q21,The 2 blocks will float
7116,4275,Q21,The 2 blocks will float
7117,4273,Q21,The 2 blocks will float
7119,4291F,Q21,The 2 blocks will float
7121,4286,Q21,The 2 blocks will float
7125,4243,Q21,The 2 blocks will float
7126,4271,Q21,The 2 blocks will float
7127,4264,Q21,The 2 blocks will float
